"album","song","lyric"
"Yeezus","I Am A God",". . . . . Blazing, mi don't want them. Mi need them. Blazing. Suh mi tek har outta bugah red and put her in a tall skirt. And now she find out what life is really worth. No to X rated. Yo mi tek har outta bugah red and put her in a tall skirt. And now she find out what life is really worth. No to X rated. I am a god. I am a god. I am a god. I am a god. Hurry up with my damn massage. Hurry up with my damn ménage. Get the Porsche out the damn garage. I am a god. Even though I'm a man of god. My whole life in the hands of god. So y'all better quit playing with god. Soon as they like you make 'em unlike you. Cause kissing people ass is so unlike you. The only rapper compared to Michael. So here's a few hating-ass niggas who'll fight you. And here's a few snake-ass niggas to bite you. And I don't even wanna hear 'bout what niggas might do. Old niggas mentally still in high school. Since the tight jeans they never liked you. Pink-ass polos with a fucking backpack. But everybody know you brought real rap back. Nobody had swag, man, we the Rat Pack. Virgil Pyrex, Don C snapback. Ivan, diamond, Chi-town shining. Monop' in this bitch, get a change of climate. Hop in this bitch and get the same thing I'm in. Until the day I get struck by lightning. I am a god. So hurry up with my damn massage. In a French-ass restaurant. Hurry up with my damn croissants. I am a god. I am a god. I am a god. AAAAAAAAAAAAAHHHHHHHHHHHH!!. AAAAAAAAAAAAAHHHHHHHHHHHH!!. AAAAAAAAAAAAAHHHHHHHHHHHH!!. I just talked to Jesus. He said, ""What up Yeezus?"". I said, ""Shit I'm chilling. Trying to stack these millions."". I know he the most high. But I am a close high. Mi casa, su casa. That's that cosa nostra. I am a god. I am a god. I am a god. AAAAAAAAAAAAAHHHHHHHHHHHH!!. AAAAAAAAAAAAAHHHHHHHHHHHH!!. AAAAAAAAAAAAAHHHHHHHHHHHH!!. AAAAAAAAAAAAAHHHHHHHHHHHH!!. Ain't no way I'm giving up. I'm a god. "
"Yeezus","New Slaves",". . . . . My momma was raised in an era when,. Clean water was only served to the fairer skin. Doing clothes you would have thought I had help. But they wasn't satisfied unless I picked the cotton myself.. You see it's broke nigga racism. That's that ""Don't touch anything in the store"". And there's rich nigga racism. That's that ""Come here, please buy more"". What you want a Bentley, fur coat and diamond chain?. All you blacks want all the same things. Used to only be niggas now everybody play me. Spending everything on Alexander Wang. New Slaves. You see it's leaders and there's followers. But I'd rather be a dick than a swallower. You see it's leaders and there's followers. But I'd rather be a dick than a swallower. I throw these Maybach keys. I wear my heart on the sleeve. I know that we the new slaves. I see the blood on the leaves. I see the blood on the leaves. I see the blood on the leaves. I know that we the new slaves. I see the blood on the leaves. They throwing hate at me. Want me to stay at ease. Fuck you and your corporation. Y'all niggas can't control me. I know that we the new slaves. I know that we the new slaves. I'm about to wild the fuck out. I'm going Bobby Boucher. I know that pussy ain't free. You niggas pussy, ain't me. Y'all throwing contracts at me. You know that niggas can't read. Throw on some Maybach keys. Fuck it, c'est la vie. I know that we the new slaves. Y'all niggas can't fuck with me. Y'all niggas can't fuck with Ye. Y'all niggas can't fuck with Ye. I'll move my family out the country. So you can't see where I stay. So go and grab the reporters. So I can smash their recorders. See they'll confuse us with some bullshit like the New World Order. Meanwhile the DEA. Teamed up with the CCA. They tryna lock niggas up. They tryna make new slaves. See that's that private owned prison. Get your piece today. They Probably all in the Hamptons. Braggin' 'bout their maid. Fuck you and your Hampton house. I'll fuck your Hampton spouse. Came on her Hampton blouse. And in her Hampton mouth. Y'all 'bout to turn shit up. I'm 'bout to tear shit down. I'm 'bout to air shit out. Now what the fuck they gon' say now?. "
"Yeezus","Hold My Liquor",". . . . . I can hold my liquor. This man can't handle me. But this man can't handle his weed. On Chicago, south of town. I'm on in Indiana. I'm heard on the radio now. I can't handle no liquor. But these bitches can't handle me. I can't control my niggas. And my niggas they can't control me. You say you know me, my nigga. But you really just know the old me. Bitch I'm back out my coma, waking up on your sofa. When I park my Range Rover, slightly scratch your Corolla. Okay, I smashed your Corolla, I'm hanging on a hangover. Five years we been over, ask me why I came over. One more hit and I can own ya, one more fuck and I can own ya. One cold night in October, pussy had me floating. Feel like Deepak Chopra, pussy had me dead. Might call 2Pac over, Yeezy's all on you sofa, these the red Octobers. Still ain't learn me no manners, you love me when I ain't sober. You love me when I'm hungover, even when I blow doja. Then her auntie came over, skinny bitch with no shoulders. Tellin' you that I'm bogus, bitch you don't even know us. Baby girl, he's a loner, baby girl, he's a loner. Late night organ donor, after that he disown ya. After that he's just hopeless, soul mates become soulless. When he's sober it's over and bitch, I'm back out my coma. I can't handle no liquor. But these bitches can't handle me. I can't control my niggas. And my niggas they can't control me. You say you know me, my nigga. But you really just know the old me. I heard you need a new fad. I heard you need a new stack. I heard you need a new phone. I know your 'rents ain't be home. Callin' up your uncle's place. Shit's all over the place. I don't hear your phone. Ohhh on the phone. "
"Yeezus","I'm In It",". . . . . Damn your lips very soft. As I turn my Blackberry off. And I turn your bath water on. And you turn off your iPhone. Careless whispers, eye fuckin', bitin' ass. Neck, ears, hands, legs, eatin' ass. Your pussy's too good, I need to crash. Your titties, let 'em out, free at last. Thank God almighty, they free at last. We was up at the party but we was leavin' fast. Had to stop at 7-Eleven like I needed gas. I'm lyin', I needed condoms, don't look through the glass. Chasin' love, lot of bittersweet hours lost. Eatin' Asian pussy, all I need was sweet and sour sauce. Tell your boss you need an extra hour off. Get you super wet after we turn the shower off. That's all them can do (say wah, say wah). That's all them can do. We deal with action thing. Just a badman thing a dat dem cab do. Action thing yo a badman thing. Man a badman you fi know say. Disrespect we no tek, no way Jose. Try that 'pon February the 30th. That's hard, couldn't try that no day. When we roll round 'pon your block. Nuh bother feel say we won't spray (like a aerosol can). When we roll round 'pon your block. Nuh bother feel say we won't spray (like an aerosol can). We ago smile pan court day. Because we beat murder charge like O.J. That's right I'm in it (Should've known I would fall). I'm in it (Stepping on tacks on the floor). That's right (And boys at your door). That's right I'm in it (Well you need to fight for your own). That's right I'm in it (Then don't let me at your table). I'm in it (If you just gonna lay there). Fist jumps in the air, you love flame wars. I'll be gone long, grab that   set your  . Picked up where we left off. I need you home when I get off. You know I need that wet mouth. I know you need that reptile. She cut from a different textile. She love different kinds of sex now. Black girl sippin' white wine. Put my fist in her like a civil rights sign. And grabbed it with a slight grind. And held it 'til the right time. Then she came like AAAAAHHH!. That's why I'm in it and I can't get out (That's all them can do). That's why I'm in it and I can't get out (That's all them can do). Lay it off, it off, it off.. Star fucker,. Star fucker,. Star fucker,. Who? Where?. Time to take it too far now. Michael Douglas out the car now. The kids and the wife life. But can't wake up from the night life. I'm so scared of my demons. I go to sleep with a nightlight. My mind move like a Tron bike. Pop a wheelie on the Zeitgeist. I'm gonna start a new movement. Being led by the drums. I'm a rap-lic priest. Getting head by the nuns. They don't play what I'm playing. They don't see what I'm saying. They be balling in the D-League. I be speaking Swaghili. "
"Yeezus","Blood On The Leaves",". . . . I just wanna clear my mind now. It's been racin' since the summertime. And I'm holdin' down the summer now. And all I want is what I can't buy now. Cause I ain't got the money on me right now. And I told you to wait. Yeah I told you to wait. So I'm a need a little more time now. Cause I ain't got the money on me right now. And I thought you could wait. Yeah, I thought you could wait. These bitches surroundin' me. All want somethin' out me. Then they talk about me. Would be lost without me. We could've been somebody. Thought you'd be different 'bout it. Now I know you naughty. So let's get on with it. You could've been somebody. 'Stead you had to tell somebody. Let's take it back to the first party. When you tried your first molly. And came out of your body. And came out of your body. Running naked down the lobby. And you was screamin' that you love me. Before the limelight tore ya. Before the limelight stole ya. Remember we were so young. When I would hold you. Before the glory. I know there ain't wrong with me. Something strange is happening. You could've been somethin'. We could've, we could've been somebody. Or was it all our first party. When we tried our first molly. And came out of our body. And came out of our body. Before they call lawyers. Before you tried to destroy us. How you gon' lie to the lawyers?. It's like I don't even know ya. I gotta bring it back to the 'Nolia. Fuck them other niggas cause I'm down with my niggas. Fuck them other niggas cause I'm down with my niggas. Fuck them other niggas cause I'm down with my niggas. I ride with my niggas, I'll die for my.... To all my second string bitches, trying to get a baby. Trying to get a baby, now you talkin' crazy. I don't give a damn if you used to talk to Jay-Z. He ain't with you, he with Beyonce, you need to stop actin' lazy. She Instagram herself like ""Bad bitch alert"". He Instagram his watch like ""Mad rich alert"". He only wanna see that ass in reverse. Two thousand dollar bag with no cash in your purse. Now you sittin' courtside, wifey on the other side. Gotta keep 'em separated, I call that apartheid. Then she said she impregnated, that's the night your heart died. Then you gotta go and tell your girl and report that. Main reason cause your pastor said you can't abort that. Now your driver say that new Benz you can't afford that. All that cocaine on the table you can't snort that. That going to that owing money that the court got. On and on that alimony, uh, yeah-yeah, she got you homie. 'Til death but do your part, unholy matrimony. "
"Yeezus","Guilt Trip",". . . . . I need to call it off, I need to make it known. 'Nother one, something gone, Capricorn. Dancing out on the lawn, fancy like the things she likes. She lives her life, I'm living mine. All dem a gwaan dem a dem a dem a gwaan. Dem a gwaan gwaan gwaan, chop it and spray. All dem a gwaan dem a dem a dem a gwaan. Dem a gwaan gwaan gwaan, chop it and spray. Maybe it's cause she into Leos. And I was into trios, plus all the trips to Rio. Couldn't have helped, it's gettin' cold. Better bring your ski clothes, pick it through the keyhole. The door locked by myself and I'm feelin' it right now. Cause it's the time when my heart got shot down. Blocka-blocka, blocka, blocka-blocka, blocka. Pour a little champagne, cranberry vodka. Feelin' lied to like parents never said you adopted. Your feelings like Zulu, then nothing is a Shaka. I hit her with Jamaican dick, I'm the new Shabba. She lookin' for her daddy, call me Big Poppa. On to the next saga. Focus on the future and let the crew knock her. Star Wars fur, yeah I'm rockin' Chewbacca. The one Chief Rocka, number one Chief Rocka. All dem a gwaan dem a dem a dem a gwaan. Dem a gwaan gwaan gwaan, chop, chop chop. All dem a gwaan dem a dem a dem a gwaan. Dem a gwaan gwaan gwaan, chop it and spray. None ah dem have the guts to rise it and spray. None ah dem have the guts to bust the SK. In my mind, in my, in my mind. In my mind, mind, mind, mind. In my mind, in my, in my mind. In my mind, mind, mind, mind. In my mind, in my, in my mind. Mind, mind, mind. Ohh. If you love me so much then why'd you let me go?. If you love me so much then why'd you let me go?. If you love me so much then why'd you let me go?. Let me go, let me go, let me go, let me go. If you love me so much then why'd you let me go?. Let me go, let me go. In my mind, in my, in my mind. In my mind, mind, mind, mind. In my mind, in my, in my mind. In my mind, mind, mind, mind. In my mind, in my, in my mind. Mind, mind, mind. "
"Yeezus","Send It Up",". . . . . Rockstar bitch call me Elvis. M.O.B, she call me selfish. Success got 'em jealous. Shorty's killing, while I'm drilling. Tattoos, how they break the news. It was real if you made the news. Last night my bitches came in twos. And they both suck like they came to lose. Dropped out the first day of school. Cause niggas got cocaine to move. I be going hard, I got a name to prove. Killing 'em, honey how I make the pain improve. We can send this bitch up, it can't go down. We can send this bitch up, it can't go down. We can send this bitch up, it can't go down. We can send this bitch up, it can't go down. We can send this bitch up, it can't go down. We can send this bitch up, it can't go down. We can send this bitch up, it can't go down. We can send this bitch up, it can't go down. This the greatest shit in the club. Since ""In Da Club"". It's so packed I might ride around. On my bodyguard's back like Prince in the club. She say ""Can you get my friends in the club?"". I say ""Can you get my Benz in the club?"". If not, treat your friends like my Benz. Park they ass outside 'til the evening end. When I go raw, I like to leave it in. When I wake up, I like to go again. When I go to work, she gotta call it in. She can't go to work, same clothes again. And her heart colder than the souls of men. Louboutin on the toes again. Tight dress dancing close to him. Yeezus just rose again. We can send this bitch up, it can't go down. We can send this bitch up, it can't go down. We can send this bitch up, it can't go down. We can send this bitch up, it can't go down. Memories don't live like people do. They always 'member you. Whether things are good or bad. It's just the memories that you have. "
"Yeezus","Bound 2",". . . . . Bound to fall in love. Bound to fall in love (Uh-huh, honey). All them other niggas lame, and you know it now. When a real nigga hold you down, you supposed to drown. Bound. Bound to fall in love. Bound to fall in love (Uh-huh, honey). What you doing in the club on a Thursday?. She say she only here for her girl birthday. They ordered champagne but still look thirsty. Rock Forever 21 but just turned thirty. I know I got a bad reputation. Walking 'round, always mad reputation. Leave a pretty girl sad reputation. Start a Fight Club, Brad reputation. I turned the nightclub out of the basement. I'll turn the plane 'round, your ass keep complaining. How you gon' be mad on vacation?. Dutty wining 'round all these Jamaicans. Uh, this that prom shit. This that what we do, don't tell your mom shit. This that red cup, all on the lawn shit. Got a fresh cut, straight out the salon, bitch. I know you're tired of loving, of loving. With nobody to love, nobody, nobody (Uh-huh, honey). Close your eyes and let the word paint a thousand pictures. One good girl is worth a thousand bitches. Bound. Bound to fall in love. Bound to fall in love (Uh-huh, honey). I wanna fuck you hard on the sink. After that, give you something to drink. Step back, can't get spunk on the mink. I mean damn, what would Jeromey Romey Romey Rome think?. Hey, you remember where we first met?. Okay, I don't remember where we first met. But hey, admitting is the first step. And hey, you know ain't nobody perfect. And I know, with the hoes I got the worst rep. But hey, their backstroke I'm tryna perfect. And hey, ayo, we made it, Thanksgiving. So hey, maybe we can make it to Christmas. She asked me what I wished for on my wishlist. Have you ever asked your bitch for other bitches?. Maybe we could still make it to the church steps. But first, you gon' remember how to forget. After all these long-ass verses. I'm tired, you tired, Jesus wept. I know you're tired of loving, of loving. With nobody to love, nobody, nobody. So just grab somebody, no leaving this party. With nobody to love, nobody, nobody (Uh-huh, honey). Jerome's in the house, watch your mouth. Jerome's in the house, watch your mouth. Bound. Bound to fall in love. Bound to fall in love (Uh-huh, honey). "
"The Life Of Pablo","Ultralight Beam",". . . . . Yes, God. We don't want no devils in the house, God . Yes, Lord. We want the lord . Yes, Jesus. And that's it . Yes, God. Hallel— hand over Satan . Yes, Jesus. Jesus praise the Lord . Yes, God. Hallelujah, God . Yes, God. We don't want no devils in the house, God . Yes, Lord. We want the lord . Yes, Jesus. And that's it . Yes, God. Hallel— hand over Satan . Yes, Jesus. Jesus praise the Lord . Yes, God. I'm tryna keep my faith. We on an ultralight beam. We on an ultralight beam. This is a God dream. This is a God dream. This is everything. This is everything. Deliver us serenity. Deliver us peace. Deliver us loving. We know we need it. You know we need it. You know we need it. That's why we need you now, oh,. I pray for Paris. Pray for the parents. This is a God dream. This is a God dream. This is a God dream. We on an ultralight beam. We on an ultralight beam. This is a God dream. This is a God dream. This is everything. Everything, thing, thing, thing. I'm tryna keep my faith. But I'm looking for more. Somewhere I can feel safe. And end my holy war. I'm tryna keep my faith. So why send depression not blessings?. Why, oh why'd you do me wrong? More. You persecute the weak. Because it makes you feel so strong to save. Don't have much strength to fight. So I look to the light, Lord. To make these wrongs turn right. Head up high, I look to the light. Hey, cause I know that you'll make everything alright. And I know that you'll take good care of your child. Oh, no longer am afraid of the night. Cause I, I look to the light. When they come for you, I will shield your name. I will field their questions, I will feel your pain. No one can judge. They don't, they don't know. They don't know. Foot on the Devil's neck 'til it drifted Pangaea. I'm moving all my family from Chatham to Zambia. Treat the demons just like Pam. I mean I fuck with your friends, but damn, Gina. I been this way since Arthur was anteater. Now they wanna hit me with the woo wap the bam. Tryna snap photos of familia. My daughter look just like Sia, you can't see her. You can feel the lyrics, the spirit coming in braille. Tubman of the underground, come and follow the trail. I made Sunday Candy, I'm never going to hell. I met Kanye West, I'm never going to fail. He said let's do a good ass job with Chance three. I hear you gotta sell it to snatch the Grammy. Let's make it so free and the bars so hard. That there ain't one gosh darn part you can't tweet. This is my part, nobody else speak. This is my part, nobody else speak. This little light of mine. Glory be to God, yeah. I'mma make sure that they go where they can't go. If they don't wanna ride I'mma still give them raincoats. Know what God said when he made the first rainbow. Just throw this at the end if I'm too late for the intro. Ugh, I'm just having fun with it. You know that a nigga was lost. I laugh in my head. Cause I bet that my ex looking back like a pillar of salt. Ugh, cause they'll flip the script on your ass like Wesley and Spike. You cannot mess with the light. Look at lil Chano from 79th. We on an ultralight beam. We on an ultralight beam. This is a God dream. This is a God dream. This is everything. Everything. Yes, God. Hallelujah. I'm tryna keep my faith. Yes, Jesus. That's it. But I'm looking for more. Somewhere I can feel safe. And end my holy war. Father, this prayer is for everyone that feels they're not good enough.. This prayer's for everybody that feels like they're too messed up.. For everyone that feels they've said ""I'm sorry"" too many times.. You can never go too far when you can't come back home again. That's why I need.... Faith, more, safe, war. "
"The Life Of Pablo","Father Stretch My Hands Pt. 1",". . . . . You're the only power. You're the only power that can. You're the only power. You're the only power that can, ohhhh. If young Metro don't trust you I'm gon' shoot you. Beautiful morning, you're the sun in my morning babe. Nothing unwanted. Beautiful morning, you're the sun in my morning babe. Nothing unwanted. Just want to feel liberated, I, I, I. I just want to feel liberated, I, I, I. If I ever instigated I’m sorry. Tell me who in here can relate, I, I, I. Now if I fuck this model. And she just bleached her asshole. And I get bleach on my T-shirt. I'mma feel like an asshole. I was high when I met her. We was down in Tribeca. She get under your skin if you let her. She get under your skin if you-uh. I don't even want to talk about it. I don't even want to talk about it. I don't even want to say nothing. Everybody gon' say something. I'd be worried if they said nothing. Remind me where I know you from?. She looking like she owe you some. You know just what we want. I want to wake up with you in my eyes. Beautiful morning, you're the sun in my morning babe. Nothing unwanted. Beautiful morning, you're the sun in my morning babe. Nothing unwanted. Just want to feel liberated, I, I, I. I just want to feel liberated, I, I, I. If I ever instigated I’m sorry. Tell me who in here can relate, I, I, I. "
"The Life Of Pablo","Father Stretch My Hands Pt. 2",". . . . (Perfect). I go, I go, ay ay, I go. Up in the morning, miss you bad. Sorry I ain't called you back. The same problem my father had. All his time, all he had, all he had. In what he dreamed. All his cash, market crashed. Hurt him bad, people get divorced for that. Drops some stacks pops is good. Mama pass in Hollywood. If you ask, lost my soul. Driving fast, lost control. Off the road, jaw was broke. 'Member we all was broke. 'Member I'm coming back. I'll be taking all the stacks. I got broads in Atlanta. Twisting dope, lean, and the Fanta. Credit cards and the scammers. Hitting off licks in the bando. Black X6, Phantom. White X6 looks like a panda. Going out like I’m Montana. Hundred killers, hundred hammers. Black X6, Phantom. White X6, panda. Pockets swole, Danny. Selling bar, candy. Man I'm the macho like Randy. The choppa go Oscar for Grammy. Bitch nigga, pull up ya panty. Hope you killers understand me. I just want to feel liberated, I, I, I. I just want to feel liberated, I, I, I. Taking all the stacks, oh. Stacks, oh. Taking all the stacks, oh. I got broads in Atlanta. Twisting dope, lean, and shit sipping Fanta. Credit cards and the scammers. Wake up Versace, shit life Desiigner. Whole bunch of lavish shit. They be asking round town who be clapping shit. I pulling up stuff in the Phantom ship. I got plenty of stuff of Bugatti, whip look how I try this shit. Black X6, Phantom. White X6, killing on camera. How can I find you?. Who do you turn to?. How do I bind you?. If I don't turn to you. No other help I know, I stretch my hands. "
"The Life Of Pablo","Famous",". . . . . Man I can understand how it might be. Kinda hard to love a girl like me. I don't blame you much for wanting to be free. I just wanted you to know. Swizz told me let the beat rock. For all my Southside niggas that know me best. I feel like me and Taylor might still have sex. Why? I made that bitch famous (God damn). I made that bitch famous. For all the girls that got dick from Kanye West. If you see 'em in the streets give 'em Kanye's best. Why? They mad they ain't famous (God damn). They mad they're still nameless (Talk that talk, man). Her man in the store tryna try his best. But he just can't seem to get Kanye fresh. But we still hood famous (God damn). Yeah we still hood famous. I just wanted you to know. I loved you better than your own kin did. From the very start. I don't blame you much for wanting to be free. Wake up, Mr West! Oh, he's up!. I just wanted you to know. I be Puerto Rican day parade floatin'. That Benz Marina Del Rey coastin'. She be Puerto Rican day parade wavin'. Last month I helped her with the car payment. Young and we alive, whoo!. We never gonna die, whoo!. I just copped a jet to fly over personal debt. Put one up in the sky. The sun is in my eyes, whoo!. Woke up and felt the vibe, whoo!. No matter how hard they try, whoo!. We never gonna die. I just wanted you to know. Bam bam, bam bam. Bam bam dilla, bam bam. 'ey what a bam bam. How you feeling right now? Let me see your lighters in the air. Bam bam dilla, bam bam. Bam bam eh. Bam bam, bam bam. Let me see your middle finger in the air. Bam bam, bam bam. Bam bam dilla, bam bam. Let me see you act up in this motherfucker. 'ey what a bam bam. Bam bam dilla, bam bam. How you feelin', how you feelin, how you feelin' in this mother fucker, god damn. Bam bam. One thing you can't do is stop us now. Bam bam, bam bam. Bam bam dilla, bam bam. You can't stop the thing now. 'ey what a bam bam. Man it's way too late, it's way too late, it's way too late you can't fuck with us. Bam bam dilla, bam bam. Bam bam, bam bam. Bam bam, bam bam. To the left, to the right. Bam bam dilla, bam bam. I wanna see everybody hands in the air like this. 'ey what a bam bam. Bam bam, bam bam. Bam bam dilla, bam bam. I just wanted you to know. I loved you better than your own kin did. From the very start. I don't blame you much for wanting to be free. I just wanted you to know. "
"The Life Of Pablo","Feedback",". . . . Ayy, y'all heard about the good news?. Y'all sleeping on me, huh? Had a good snooze?. Wake up, nigga, wake up. We bout to get this paper. Money never made me. Make me do something? Nah, can't make me. Even if the money low, can't pay me. Even if the money low, can't play me. Ayy, y'all heard about the good news?. Y'all sleeping on me, huh? Had a good snooze?. Wake up, nigga, wake up. We bout to get this paper. Pablo bought a Roley and a rottweiler. Seem like the more fame, I only got wilder. Hands up, we just doing what the cops taught us. Hands up, we just doing what the cops taught us. I've been outta my mind a long time. I've been outta my mind a long time. I’ve been saying how I feel at the wrong time. Might not come when you want but I'm on time. Ayy, y'all heard about the good news?. Y'all sleeping on me, huh? Had a good snooze?. Wake up, nigga, wake up. We 'bout to get this paper. I can’t let these people play me. Name one genius that ain't crazy. Follow our father. You borrow our motto. I'm a Chicago south sider. I'm a Chicago south sider. Ayy, y'all heard about the good news?. Y'all sleeping on your boy, had a good snooze?. Wake up, nigga, wake up. It's time to get the paper. I've been outta my mind a long time. I've been outta my mind a long time. I know, I know, I shouldn’t even bother. With all these gossiping, no-pussy-getting bloggers. Fashion show in Gotham, I need another costume. PETA's mad cause I made a jacket outta possum. Awesome, Steve Jobs mixed with Steve Austin. Rich slave in the fabric store picking cotton. If Hov J then every Jordan need a Rodman. Man, Jay, they don't really want no problems. Driving in the same car that they killed Pac in. Driving in the same uh that they killed Pac in. Hands up, we just doing what the cops taught us. Hands up, hands up, then the cops shot us. Hold on, hold on, hold on. Wait a second, everybody here, I'm the ghetto Oprah. You know what that mean? You get a fur! You get a fur!. You get a jet! You get a jet! Big booty bitch for you! Woo!. "
"The Life Of Pablo","Low Lights",". . . . You want me to give you a testimony about my life, and how good he's been to me.. I don't know what to tell you about him,. I love him so much with all my heart and my soul with every bone in my body I love him so much because he's done so much for me. . Every morning, every day of my life.. I won't always be crying tears in the middle of the night, and I won't always have to wake up by myself wondering how I'm gonna get through the day.. I won't always have to think about what I'm gonna do and how I'm gonna, how I'm gonna make it, how I'm gonna get there, because he.... he's gonna be there for me. Some day the sky above will open up and he will reach out his hand and guide me through, oh yes he will.. I won't always be crying these tears. I won't always be feeling so blue. Some day, he will open up the door for me and call my name.. Some day he will. I don't know if anybody understands what that feels like.. No matter what you've been through or where you've been he's always there,. with his arms open wide accepting me for who I am and I love him so much, I couldn't do it without him I wouldn't want to.. I'm crying now, it feels so good to be free, to be accepted for who you are and loved no matter what, oh lord thank you, you are the joy of my life.. "
"The Life Of Pablo","Highlights",". . . . . High lights. Tell my baby I'm back in town. High lights. Tell everybody I'm back in town. High lights. Tell my baby I'm back in town. High lights. We only makin' the highlights. Tell my mama, tell my mama, that I only want my whole life to only be highlights. We only makin' the highlights. Tell my mama, tell my mama, that I only want my whole life to only be highlights. Can we play that back one time?. And after that night I'm gon' wanna play shit back, I don't know. Sometimes I'm wishin' that my dick had GoPro. So I could play that shit back in slo-mo. I just shot an amateur video; I think I should go pro. We only makin' the highlights. We only makin' the highlights. Tell my mama, tell my mama, that I only want my whole life to be mine. One life, one night. High lights. Livin' the life 'til I die. I bet me and Ray J would be friends. If we ain't love the same bitch. Yeah, he might have hit it first. Only problem is I'm rich. Uh. 21 Grammys, superstar family. We the new Jacksons, I'm all about that action. I'm about that Farrakhan. Life is a marathon. I'ma shift the paradigm. I'ma turn up every time. I'ma bust a coach's head open on some Diddy shit. If he ever talk to my son like an idiot. One time for a nigga really gettin' it. Two times cause we got the whole city lit. Advice to all my niggas, impregnate Bridget. Soon as she have a baby she gon' make another nigga. Got the Fruit of Islam in the trenches hah?. Even though they know Yeezus is a Christian hah?. She spent her whole check on some Christians. And that girl ain't even religious. Walkin', livin', breathin', girl you know my past well. Hard to believe in God, your nigga got killed. Blac Chyna fuckin' Rob, help him with the weight. I wish my trainer would, tell me what I overate. So when I'm on vacay, I need to kick back. What you want?. You want a boss or an R&B nigga with a six pack?. I need every bad bitch up in Equinox. I need to know right now if you a freak or not. I need every bad bitch up in Equinox. I need to know right now if you a freak or not. I need every bad bitch up in Equinox. I want to know right now if you a freak or not. I need every bad bitch up in Equinox. I want to know right now if you a freak or not. Oh lord, oh lord. I need every bad bitch up in Equinox. I want to know right now if you a freak or not. Bad bitch up in Equinox. I want to know right now if you a freak or not. Oh lord, oh lord. "
"The Life Of Pablo","Freestyle 4",". . . . . This that rap god shit nigga. I rip every one of these motherfuckers down. Aye, rah, rah, rah. Rah, rah. Close eyes, see things. Fire up, tweaking. You in my freak dreams. You in my freak dreams. Bad bitch, you dig that. Get stacks, drive cars. Whip out, bitch out. Tits out, oh shit. My dick out, can she suck it right now?. Fuck, can she fuck right now?. I done asked twice now. Can you bring your price down?. Lil Boosie with the wipe down. A little woozy but I'm nice now. What the fuck right now?. What the fuck right now?. What the, what the fuck right now?. What if we fuck right now?. What if we fucked right in the middle. Of this motherfuckin' dinner table?. What if we just fucked at the Vogue party. Would we be the life of the whole party?. Shut down the whole party. Would everybody start fuckin'?. Would everybody start fuckin'?. Would everybody start fuckin'? They don't want nothin'. You motherfuckers living like half of your level, half of your life. I smack her on her ass if she ghetto, I ain't gon' lie. We be in the bathroom fucking like baby don't get too loud. I can, I can sing it, yeah. I want it right now. All of my niggas gon' get it in Chi now. You get hit with the pie now. Rolls with killer money nigga get by now. Right now, right now. I'm with niggas that have been to your side now. Side now, side down. "
"The Life Of Pablo","I Love Kanye",". . . . I miss the old Kanye, straight from the 'Go Kanye. Chop up the soul Kanye, set on his goals Kanye. I hate the new Kanye, the bad mood Kanye. The always rude Kanye, spaz in the news Kanye. I miss the sweet Kanye, chop up the beats Kanye. I gotta to say, at that time I'd like to meet Kanye. See I invented Kanye, it wasn't any Kanyes. And now I look and look around and there's so many Kanyes. I used to love Kanye, I used to love Kanye. I even had the pink Polo, I thought I was Kanye. What if Kanye made a song, about Kanye?. Called ""I Miss The Old Kanye,"" man that'd be so Kanye. That's all it was Kanye, we still love Kanye. And I love you like Kanye loves Kanye. "
"The Life Of Pablo","Waves",". . . . Turn it up!. Step up in this bitch like (turn it up!). I'm the one your bitch like. Yeah I'm the one your bitch like. And I be talkin' shit like. I ain't scared to lose a fistfight. And she grabbin' on my dick like. She wanna see if it'll fit right. That's just the wave. Waves don't die. Let me crash here for the moment. I don't need to own it. No lie. Waves don't die, baby. Let me crash here for a moment. Baby I don't, I don't need to own.... Sun don't shine in the shade (turn it up!). Bird can't fly in a cage (turn it up!). Even when somebody go away (turn it up!). The feelings don't really go away. That's just the wave (yeah). Waves don't die. Let me crash here for the moment. I don't need to own it. No lie. Waves don't die, baby. Let me crash here for a moment. Baby I don't, I don't need to own you. No lie. No lie. No lie. You set the night on fire. I'm still gon' be here in the morning. No lie. No lie. Ooh baby, ooh baby. You set the night on fire. I'm still gon' be here in the morning. No lie. "
